Helicopter	100%	3,698	10.3	60	0.2	60	0.2	3,578	9.9
Fireworks	100%	3,051	8.4	60	0.2	60	0.2	2,931	8.1
Stream	100%	2,847	7.9	60	0.2	60	0.2	2,727	7.6
Bark	100%	2,632	7.3	60	0.2	60	0.2	2,512	7.0
Baby cry, infant cry	100%	2,390	6.6	60	0.2	60	0.2	2,270	6.2
Snoring	100%	2,334	6.5	60	0.2	60	0.2	2,214	6.1
Train horn	100%	2,275	6.3	62	0.2	63	0.2	2,150	6.0
Double bass	100%	2,274	6.3	60	0.2	61	0.2	2,153	6.0
Explosion	100%	2,274	6.0	60	0.2	63	0.2	2,151	5.7
Crowing, cock-a-doodle-doo	100%	2,093	5.7	60	0.2	60	0.2	1,973	5.4
Bleat	100%	2,078	5.7	61	0.2	60	0.2	1,957	5.3
Computer keyboard	100%	2,042	5.7	60	0.2	60	0.2	1,922	5.3
Civil defense siren	100%	1,963	5.5	60	0.2	60	0.2	1,843	5.1
Bee, wasp, etc.	100%	1,868	5.2	60	0.2	60	0.2	1,748	4.9
Bell	100%	1,844	5.1	60	0.2	60	0.2	1,724	4.8
Chainsaw	100%	1,787	5.0	60	0.2	60	0.2	1,667	4.6
Oink	100%	1,784	4.9	60	0.2	60	0.2	1,664	4.6
Tick	100%	1,746	4.8	60	0.2	60	0.2	1,626	4.5
Tabla	100%	1,729	4.8	63	0.2	63	0.2	1,603	4.5
Liquid	100%	1,721	4.8	61	0.2	61	0.2	1,599	4.4
Traffic noise, roadway noise	100%	1,694	4.7	68	0.2	60	0.2	1,566	4.3
Beep, bleep	100%	1,600	4.3	61	0.2	62	0.2	1,477	4.0
Frying (food)	100%	1,594	4.4	60	0.2	60	0.2	1,474	4.1
Whack, thwack	100%	1,563	4.3	60	0.2	62	0.2	1,441	3.9
Sink (filling or washing)	100%	1,552	4.3	61	0.2	66	0.2	1,425	4.0
Burping, eructation	100%	1,302	3.5	60	0.2	60	0.2	1,182	3.2
Fart	100%	1,231	3.3	61	0.2	60	0.2	1,110	3.0
Sneeze	100%	1,200	3.3	59	0.2	60	0.2	1,081	2.9
Aircraft engine	100%	1,155	3.2	60	0.2	60	0.2	1,035	2.9
Arrow	100%	1,072	3.0	61	0.2	60	0.2	951	2.6
Giggle	100%	991	2.7	60	0.2	60	0.2	871	2.4
Hiccup	100%	931	2.6	60	0.2	60	0.2	811	2.3
Cough	100%	871	2.4	60	0.2	60	0.2	751	2.1
Cricket	100%	859	2.4	64	0.2	63	0.2	732	2.0
Sawing	100%	804	2.2	60	0.2	60	0.2	684	1.9
Tambourine	100%	745	2.1	60	0.2	60	0.2	625	1.7
Pump (liquid)	100%	603	1.7	60	0.2	61	0.2	482	1.3
Squeak	100%	192	0.5	60	0.2	60	0.2	72	0.2
Male speech, man speaking	90%	17,716	49.1	63	0.2	60	0.2	17,593	48.8
Keyboard (musical)	90%	10,473	29.1	148	0.4	142	0.4	10,183	28.3
Pigeon, dove	90%	8,523	23.6	60	0.2	60	0.2	8,403	23.3
Motorboat, speedboat	90%	8,078	22.4	60	0.2	60	0.2	7,958	22.0
Female singing	90%	7,949	22.0	60	0.2	60	0.2	7,829	21.7
Brass instrument	90%	7,513	20.9	213	0.6	231	0.6	7,069	19.6
Motorcycle	90%	7,261	20.1	61	0.2	60	0.2	7,140	19.8
Choir	90%	6,709	18.6	98	0.3	62	0.2	6,549	18.2
Race car, auto racing	90%	6,574	18.2	75	0.2	60	0.2	6,439	17.9
Chicken, rooster	90%	6,352	17.6	86	0.2	82	0.2	6,184	17.1
Idling	90%	6,241	17.3	92	0.3	60	0.2	6,089	16.9
Sampler	90%	5,457	15.2	61	0.2	60	0.2	5,336	14.8
Ukulele	90%	5,292	14.7	60	0.2	60	0.2	5,172	14.4
Synthesizer	90%	5,041	14.0	60	0.2	60	0.2	4,921	13.7
Cymbal	90%	4,688	13.0	70	0.2	64	0.2	4,554	12.6
Spray	90%	3,080	8.5	60	0.2	60	0.2	2,960	8.2
Accordion	90%	2,894	8.0	61	0.2	61	0.2	2,772	7.7
Scratching (performance technique)	90%	2,890	8.0	61	0.2	61	0.2	2,768	7.7
Baby laughter	90%	2,644	7.3	60	0.2	60	0.2	2,524	7.0
Cluck	90%	2,483	6.9	60	0.2	60	0.2	2,363	6.5
Water tap, faucet	90%	2,442	6.8	75	0.2	87	0.2	2,280	6.3
Applause	90%	2,247	6.2	60	0.2	64	0.2	2,123	5.9
Toilet flush	90%	2,243	6.2	60	0.2	60	0.2	2,123	5.9
Whistling	90%	1,985	5.5	60	0.2	61	0.2	1,864	5.1
Vacuum cleaner	90%	1,974	5.5	60	0.2	60	0.2	1,854	5.1
Meow	90%	1,961	5.3	61	0.2	60	0.2	1,840	5.0
Chatter	90%	1,952	5.4	60	0.2	60	0.2	1,832	5.1
Whoop	90%	1,889	5.2	60	0.2	60	0.2	1,769	4.9
Sewing machine	90%	1,867	5.2	60	0.2	60	0.2	1,747	4.9
Bagpipes	90%	1,776	4.9	61	0.2	60	0.2	1,655	4.6
Subway, metro, underground	90%	1,756	4.9	61	0.2	60	0.2	1,635	4.5
Walk, footsteps	90%	1,683	4.6	60	0.2	60	0.2	1,563	4.3
Whispering	90%	1,656	4.6	62	0.2	60	0.2	1,534	4.3
Crying, sobbing	90%	1,462	4.1	62	0.2	60	0.2	1,340	3.7
Thunder	90%	1,296	3.6	63	0.2	70	0.2	1,163	3.2
Didgeridoo	90%	1,240	3.4	60	0.2	60	0.2	1,120	3.1
Church bell	90%	1,202	3.3	62	0.2	66	0.2	1,074	3.0
Ringtone	90%	1,123	3.1	61	0.2	60	0.2	1,002	2.7
Buzzer	90%	977	2.7	60	0.2	60	0.2	857	2.3
Splash, splatter	90%	939	2.6	60	0.2	61	0.2	818	2.3
Fire alarm	90%	921	2.6	60	0.2	60	0.2	801	2.2
Chime	90%	912	2.5	63	0.2	66	0.2	783	2.2
Babbling	90%	862	2.4	60	0.2	60	0.2	742	2.1
Glass	90%	845	2.3	60	0.2	60	0.2	725	2.0
Chewing, mastication	90%	829	2.3	60	0.2	60	0.2	709	2.0
Microwave oven	90%	823	2.3	60	0.2	60	0.2	703	1.9
Air horn, truck horn	90%	810	2.2	60	0.2	59	0.2	691	1.9
Growling	90%	787	2.2	62	0.2	61	0.2	664	1.8
Telephone bell ringing	90%	703	1.9	60	0.2	60	0.2	583	1.6
Moo	90%	689	1.9	60	0.2	60	0.2	569	1.6
Change ringing (campanology)	90%	665	1.8	60	0.2	60	0.2	545	1.5
Hands	90%	437	1.2	60	0.2	60	0.2	317	0.9
Camera	90%	429	1.2	60	0.2	63	0.2	306	0.8
Pour	90%	394	1.1	60	0.2	60	0.2	274	0.8
Croak	90%	380	1.0	60	0.2	60	0.2	260	0.7
Pant	90%	292	0.8	60	0.2	60	0.2	172	0.5
Finger snapping	90%	164	0.4	60	0.2	60	0.2	44	0.1
Gargling	90%	137	0.4	60	0.2	60	0.2	17	0.0
Inside, small room	89%	76,694	212.8	590	1.6	764	2.1	75,340	209.0
Outside, urban or manmade	89%	34,343	95.0	226	0.6	256	0.7	33,861	93.7
Truck	89%	11,045	30.6	101	0.3	74	0.2	10,870	30.1
Bowed string instrument	89%	10,296	28.6	111	0.3	115	0.3	10,070	28.0
Medium engine (mid frequency)	89%	6,132	17.0	60	0.2	60	0.2	6,012	16.6
Marimba, xylophone	89%	5,516	15.3	73	0.2	82	0.2	5,361	14.9
Aircraft	89%	5,476	15.2	113	0.3	109	0.3	5,254	14.6
Cello	89%	5,282	14.7	67	0.2	67	0.2	5,148	14.3
Flute	89%	4,781	13.3	60	0.2	62	0.2	4,659	12.9
Glockenspiel	89%	4,119	11.4	64	0.2	66	0.2	3,989	11.1
Power tool	89%	3,293	9.1	77	0.2	75	0.2	3,141	8.7
Fixed-wing aircraft, airplane	89%	2,985	8.3	66	0.2	61	0.2	2,858	7.9
Waves, surf	89%	2,819	7.8	63	0.2	64	0.2	2,692	7.5
Duck	89%	2,603	7.2	60	0.2	60	0.2	2,483	6.9
Clarinet	89%	2,121	5.9	60	0.2	63	0.2	1,998	5.5
Goat	89%	2,047	5.6	60	0.2	60	0.2	1,927	5.3
Honk	89%	1,829	5.1	60	0.2	60	0.2	1,709	4.7
Skidding	89%	1,541	4.3	60	0.2	60	0.2	1,421	3.9
Hammond organ	89%	1,408	3.9	62	0.2	69	0.2	1,277	3.5
Electronic organ	89%	1,325	3.7	63	0.2	61	0.2	1,201	3.3
Thunderstorm	89%	1,262	3.5	63	0.2	65	0.2	1,134	3.1
Steelpan	89%	988	2.7	60	0.2	59	0.2	869	2.4
Slap, smack	89%	870	2.2	60	0.1	59	0.2	751	1.9
Battle cry	89%	447	1.2	60	0.2	60	0.2	327	0.9
Percussion	88%	16,948	47.1	247	0.7	263	0.7	16,438	45.6
Trombone	88%	2,795	7.8	64	0.2	65	0.2	2,666	7.4
Banjo	88%	2,456	6.8	60	0.2	60	0.2	2,336	6.5
Mandolin	86%	2,375	6.6	63	0.2	60	0.2	2,252	6.3
Guitar	80%	51,597	143.3	306	0.8	350	1.0	50,941	141.5
Strum	80%	14,002	38.9	63	0.2	60	0.2	13,879	38.5
Boat, Water vehicle	80%	13,571	37.6	239	0.7	242	0.7	13,090	36.3
Accelerating, revving, vroom	80%	12,038	33.2	151	0.4	60	0.2	11,827	32.7
Electric guitar	80%	12,024	33.4	125	0.3	65	0.2	11,834	32.9
Orchestra	80%	8,414	23.4	60	0.2	60	0.2	8,294	23.0
Wind noise (microphone)	80%	6,464	17.9	149	0.4	143	0.4	6,172	17.1
Effects unit	80%	4,778	13.3	111	0.3	107	0.3	4,560	12.7
Livestock, farm animals, working animals	80%	4,535	12.5	115	0.3	124	0.3	4,296	11.9
Police car (siren)	80%	3,659	10.1	60	0.2	61	0.2	3,538	9.8
Rain	80%	3,392	9.4	104	0.3	113	0.3	3,175	8.8
Printer	80%	3,383	9.4	60	0.2	60	0.2	3,263	9.0
Drum machine	80%	3,348	9.3	69	0.2	60	0.2	3,219	8.9
Fire engine, fire truck (siren)	80%	3,199	8.8	61	0.2	60	0.2	3,078	8.5
Insect	80%	3,164	8.8	168	0.5	171	0.5	2,825	7.8
Skateboard	80%	3,049	8.4	61	0.2	60	0.2	2,928	8.1
Coo	80%	2,918	8.1	60	0.2	61	0.2	2,797	7.8
Conversation	80%	2,264	6.3	60	0.2	60	0.2	2,144	6.0
Typing	80%	2,108	5.8	60	0.2	66	0.2	1,982	5.5
Harp	80%	2,043	5.7	60	0.2	62	0.2	1,921	5.3
Thump, thud	80%	1,800	5.0	60	0.2	60	0.2	1,680	4.6
Mechanisms	80%	1,785	4.9	109	0.3	118	0.3	1,558	4.3
Canidae, dogs, wolves	80%	1,704	4.7	64	0.2	60	0.2	1,580	4.4
Chuckle, chortle	80%	1,693	4.7	62	0.2	60	0.2	1,571	4.3
Rub	80%	1,667	4.6	139	0.4	145	0.4	1,383	3.8
Boom	80%	1,650	4.6	60	0.2	61	0.2	1,529	4.2
Hubbub, speech noise, speech babble	80%	1,480	4.1	60	0.2	60	0.2	1,360	3.8
Telephone	80%	1,298	3.6	60	0.2	60	0.2	1,178	3.3
Blender	80%	1,263	3.5	60	0.2	60	0.2	1,143	3.2
Whimper	80%	1,255	3.4	60	0.2	59	0.2	1,136	3.1
Screaming	80%	1,246	3.4	61	0.2	59	0.2	1,126	3.1
Wild animals	80%	1,175	3.3	63	0.2	61	0.2	1,051	2.9
Pig	80%	984	2.7	60	0.2	60	0.2	864	2.4
Artillery fire	80%	980	2.7	60	0.2	61	0.2	859	2.4
Electric shaver, electric razor	80%	865	2.4	60	0.2	60	0.2	745	2.1
Baby laughter	80%	863	2.4	61	0.2	60	0.2	742	2.1
Crow	80%	850	2.3	60	0.2	60	0.2	730	2.0
Howl	80%	838	2.3	60	0.2	60	0.2	718	2.0
Breathing	80%	834	2.3	61	0.2	61	0.2	712	2.0
Cattle, bovinae	80%	820	2.2	62	0.2	62	0.2	696	1.9
Roaring cats (lions, tigers)	80%	792	2.2	61	0.2	60	0.2	671	1.9
Clapping	80%	790	2.2	60	0.2	60	0.2	670	1.8
Alarm	80%	787	2.2	61	0.2	60	0.2	666	1.8
Chink, clink	80%	784	2.1	60	0.2	60	0.2	664	1.8
Ding	80%	775	2.1	67	0.2	62	0.2	646	1.7
Toot	80%	753	2.1	60	0.2	60	0.2	633	1.7
Clock	80%	735	2.0	60	0.2	60	0.2	615	1.7
Children shouting	80%	673	1.9	60	0.2	60	0.2	553	1.5
Fill (with liquid)	80%	636	1.8	60	0.2	60	0.2	516	1.4
Purr	80%	543	1.5	60	0.2	60	0.2	423	1.2
Rumble	80%	501	1.4	60	0.2	60	0.2	381	1.1
Boing	80%	476	1.3	60	0.2	61	0.2	355	0.9
Breaking	80%	466	1.2	60	0.2	60	0.2	346	0.9
Light engine (high frequency)	80%	433	1.2	60	0.2	60	0.2	313	0.9
Cash register	80%	366	1.0	60	0.2	60	0.2	246	0.7
Bicycle bell	80%	224	0.6	60	0.2	60	0.2	104	0.3
Inside, large room or hall	78%	27,975	77.7	162	0.5	168	0.5	27,645	76.7
Domestic animals, pets	78%	19,842	54.9	348	1.0	412	1.1	19,082	52.8
Bass guitar	78%	6,441	17.9	60	0.2	60	0.2	6,321	17.6
Electric piano	78%	4,673	13.0	61	0.2	62	0.2	4,550	12.6
Trumpet	78%	3,834	10.6	63	0.2	64	0.2	3,707	10.3
Horse	78%	3,319	9.1	86	0.2	77	0.2	3,156	8.7
Mallet percussion	78%	3,248	9.0	61	0.2	61	0.2	3,126	8.7
Organ	78%	2,962	8.2	123	0.3	119	0.3	2,720	7.6
Bicycle	78%	2,958	8.1	60	0.2	60	0.2	2,838	7.8
Rain on surface	78%	2,859	7.9	60	0.2	60	0.2	2,739	7.6
Quack	78%	2,582	7.1	74	0.2	76	0.2	2,432	6.7
Drill	78%	1,978	5.5	60	0.2	60	0.2	1,858	5.2
Machine gun	78%	1,858	5.1	60	0.2	61	0.2	1,737	4.8
Lawn mower	78%	1,626	4.5	60	0.2	60	0.2	1,506	4.2
Smash, crash	78%	1,475	4.1	60	0.2	60	0.2	1,355	3.7
Trickle, dribble	78%	1,353	3.7	60	0.2	60	0.2	1,233	3.4
Frog	78%	1,248	3.4	61	0.2	62	0.2	1,125	3.1
Writing	78%	843	2.3	60	0.2	60	0.2	723	2.0
Steam whistle	78%	825	2.3	70	0.2	70	0.2	685	1.9
Groan	78%	702	1.9	60	0.2	60	0.2	582	1.6
Hammer	78%	505	1.4	60	0.2	60	0.2	385	1.1
Doorbell	78%	331	0.9	60	0.2	60	0.2	211	0.6
Shofar	78%	329	0.9	60	0.2	60	0.2	209	0.6
Cowbell	78%	299	0.8	60	0.2	60	0.2	179	0.5
Wail, moan	78%	215	0.6	60	0.2	59	0.2	96	0.3
Bouncing	78%	214	0.6	60	0.2	60	0.2	94	0.3
Distortion	75%	2,915	8.1	118	0.3	62	0.2	2,735	7.6
Vibraphone	75%	1,522	4.2	60	0.2	60	0.2	1,402	3.9
Air brake	75%	877	2.4	60	0.2	60	0.2	757	2.1
Field recording	75%	363	1.0	60	0.2	60	0.2	243	0.7
Piano	70%	11,523	32.0	91	0.3	87	0.2	11,345	31.5
Male singing	70%	7,224	20.0	61	0.2	60	0.2	7,103	19.7
Bus	70%	5,290	14.6	60	0.2	59	0.2	5,171	14.3
Wood	70%	3,459	9.6	165	0.5	166	0.5	3,128	8.7
Tap	70%	3,439	9.5	60	0.2	60	0.2	3,319	9.2
Ocean	70%	3,333	9.2	68	0.2	68	0.2	3,197	8.9
Door	70%	2,518	6.8	63	0.2	61	0.2	2,394	6.5
Vibration	70%	2,448	6.8	60	0.2	60	0.2	2,328	6.4
Television	70%	2,234	5.9	61	0.2	61	0.2	2,112	5.6
Harmonica	70%	2,216	6.2	60	0.2	61	0.2	2,095	5.8
Basketball bounce	70%	2,075	5.7	60	0.2	61	0.2	1,954	5.4
Clickety-clack	70%	2,028	5.6	60	0.2	76	0.2	1,892	5.3
Dishes, pots, and pans	70%	1,824	5.1	60	0.2	60	0.2	1,704	4.7
Crumpling, crinkling	70%	1,636	4.5	60	0.2	60	0.2	1,516	4.2
Sitar	70%	1,581	4.4	60	0.2	60	0.2	1,461	4.1
Tire squeal	70%	1,557	4.3	61	0.2	60	0.2	1,436	4.0
Fly, housefly	70%	1,541	4.3	116	0.3	117	0.3	1,308	3.6
Sizzle	70%	1,353	3.8	66	0.2	62	0.2	1,225	3.4
Slosh	70%	1,218	3.3	59	0.2	60	0.2	1,099	3.0
Engine starting	70%	1,108	3.1	60	0.2	60	0.2	988	2.7
Mechanical fan	70%	827	2.3	60	0.2	60	0.2	707	2.0
Stir	70%	816	2.3	61	0.2	60	0.2	695	1.9
Children playing	70%	812	2.3	60	0.2	60	0.2	692	1.9
Ping	70%	799	2.2	60	0.2	59	0.2	680	1.9
Owl	70%	634	1.7	61	0.2	60	0.2	513	1.4
Alarm clock	70%	582	1.6	63	0.2	62	0.2	457	1.3
Car alarm	70%	519	1.4	60	0.2	60	0.2	399	1.1
Telephone dialing, DTMF	70%	455	1.3	60	0.2	61	0.2	334	0.9
Sine wave	70%	452	1.3	60	0.2	60	0.2	332	0.9
Thunk	70%	434	1.2	60	0.2	60	0.2	314	0.9
Coin (dropping)	70%	392	1.1	60	0.2	60	0.2	272	0.7
Crunch	70%	379	1.0	61	0.2	60	0.2	258	0.7
Zipper (clothing)	70%	369	1.0	60	0.2	60	0.2	249	0.7
Mosquito	70%	342	0.9	60	0.2	60	0.2	222	0.6
Shuffling cards	70%	309	0.9	60	0.2	59	0.2	190	0.5
Pulleys	70%	152	0.4	60	0.2	60	0.2	32	0.1
Toothbrush	70%	127	0.3	60	0.2	60	0.2	7	0.0
Crowd	67%	10,403	28.8	140	0.4	147	0.4	10,116	28.0
Saxophone	67%	3,075	8.5	62	0.2	63	0.2	2,950	8.2
Rowboat, canoe, kayak	67%	2,822	7.8	60	0.2	60	0.2	2,702	7.5
Steam	67%	2,111	5.9	60	0.2	62	0.2	1,989	5.5
Ambulance (siren)	67%	1,939	5.4	65	0.2	69	0.2	1,805	5.0
Goose	67%	1,799	5.0	69	0.2	71	0.2	1,659	4.6
Crackle	67%	1,501	4.1	62	0.2	60	0.2	1,379	3.8
Fire	67%	1,445	4.0	61	0.2	62	0.2	1,322	3.7
Turkey	67%	1,143	3.2	60	0.2	61	0.2	1,022	2.8
Heart sounds, heartbeat	67%	1,051	2.9	65	0.2	73	0.2	913	2.5
Singing bowl	67%	895	2.5	60	0.2	60	0.2	775	2.2
Reverberation	67%	866	2.4	60	0.2	60	0.2	746	2.1
Clicking	67%	769	2.1	60	0.2	60	0.2	649	1.8
Jet engine	67%	758	2.1	64	0.2	64	0.2	630	1.8
Rodents, rats, mice	67%	649	1.8	61	0.2	60	0.2	528	1.5
Typewriter	67%	623	1.7	60	0.2	60	0.2	503	1.4
Caw	67%	600	1.6	60	0.2	60	0.2	480	1.3
Knock	67%	322	0.9	60	0.2	60	0.2	202	0.5
Ice cream truck, ice cream van	67%	290	0.8	60	0.2	60	0.2	170	0.5
Stomach rumble	67%	253	0.7	60	0.2	60	0.2	133	0.4
French horn	63%	1,220	3.4	60	0.2	61	0.2	1,099	3.1
Roar	63%	943	2.6	60	0.2	60	0.2	823	2.3
Theremin	63%	631	1.8	60	0.2	60	0.2	511	1.4
Pulse	63%	205	0.6	60	0.2	60	0.2	85	0.2
Train	60%	12,823	35.6	173	0.5	188	0.5	12,462	34.6
Run	60%	4,409	12.2	60	0.2	60	0.2	4,289	11.9
Vehicle horn, car horn, honking	60%	3,707	9.4	60	0.2	60	0.2	3,587	9.1
Clip-clop	60%	3,325	9.1	60	0.2	60	0.2	3,205	8.8
Sheep	60%	2,658	7.3	60	0.2	60	0.2	2,538	6.9
Whoosh, swoosh, swish	60%	1,410	3.8	62	0.2	61	0.2	1,287	3.5
Timpani	60%	1,366	3.8	60	0.2	60	0.2	1,246	3.5
Throbbing	60%	1,302	3.6	60	0.2	60	0.2	1,182	3.3
Firecracker	60%	1,300	3.6	59	0.2	60	0.2	1,181	3.3
Belly laugh	60%	843	2.3	61	0.2	61	0.2	721	2.0
Train whistle	60%	763	2.1	61	0.2	60	0.2	642	1.8
Whistle	60%	663	1.8	60	0.2	61	0.2	542	1.5
Whip	60%	449	1.2	60	0.2	60	0.2	329	0.9
Gush	60%	416	1.2	60	0.2	60	0.2	296	0.8
Biting	60%	366	1.0	63	0.2	60	0.2	243	0.7
Scissors	60%	311	0.9	60	0.2	60	0.2	191	0.5
Clang	60%	304	0.8	60	0.2	60	0.2	184	0.5
Single-lens reflex camera	57%	479	1.3	60	0.2	60	0.2	359	1.0
Chorus effect	57%	358	1.0	60	0.2	60	0.2	238	0.7
Inside, public space	56%	6,787	18.8	60	0.2	59	0.2	6,668	18.5
Steel guitar, slide guitar	56%	2,824	7.8	62	0.2	62	0.2	2,700	7.5
Waterfall	56%	1,498	4.1	60	0.2	62	0.2	1,376	3.8
Hum	56%	1,439	4.0	82	0.2	106	0.3	1,251	3.5
Raindrop	56%	1,238	3.4	66	0.2	66	0.2	1,106	3.1
Propeller, airscrew	56%	1,046	2.9	60	0.2	60	0.2	926	2.6
Filing (rasp)	56%	698	1.9	60	0.2	60	0.2	578	1.6
Reversing beeps	56%	382	1.1	60	0.2	60	0.2	262	0.7
Shatter	56%	368	1.0	61	0.2	60	0.2	247	0.7
Sanding	56%	192	0.5	60	0.2	60	0.2	72	0.2
Wheeze	56%	186	0.5	60	0.2	59	0.2	67	0.2
Hoot	56%	169	0.5	60	0.2	60	0.2	49	0.1
Bow-wow	50%	3,884	10.7	74	0.2	60	0.2	3,750	10.4
Car passing by	50%	3,805	10.5	60	0.2	61	0.2	3,684	10.1
Tick-tock	50%	2,898	8.0	60	0.2	60	0.2	2,778	7.7
Hiss	50%	2,583	7.2	103	0.3	95	0.3	2,385	6.6
Snicker	50%	1,857	5.1	61	0.2	60	0.2	1,736	4.8
Whimper (dog)	50%	1,826	5.1	60	0.2	60	0.2	1,706	4.7
Shout	50%	1,368	3.8	60	0.2	60	0.2	1,248	3.5
Echo	50%	1,284	3.6	60	0.2	59	0.2	1,165	3.2
Rattle	50%	1,072	3.0	60	0.2	60	0.2	952	2.6
Sliding door	50%	1,047	2.9	59	0.2	60	0.2	928	2.5
Gobble	50%	909	2.5	60	0.2	60	0.2	789	2.2
Plop	50%	903	2.5	60	0.2	60	0.2	783	2.1
Yell	50%	794	2.2	60	0.2	60	0.2	674	1.9
Drip	50%	781	2.2	60	0.2	60	0.2	661	1.8
Neigh, whinny	50%	591	1.6	60	0.2	60	0.2	471	1.3
Bellow	50%	511	1.4	60	0.2	60	0.2	391	1.1
Keys jangling	50%	509	1.4	60	0.2	60	0.2	389	1.1
Ding-dong	50%	476	1.3	60	0.2	60	0.2	356	1.0
Buzz	50%	450	1.2	60	0.2	60	0.2	330	0.9
Scratch	50%	397	1.1	60	0.2	60	0.2	277	0.8
Rattle (instrument)	50%	395	1.1	60	0.2	60	0.2	275	0.8
Hair dryer	50%	390	1.1	60	0.2	60	0.2	270	0.7
Dial tone	50%	375	1.0	60	0.2	60	0.2	255	0.7
Tearing	50%	374	1.0	60	0.2	60	0.2	254	0.7
Bang	50%	360	1.0	60	0.2	60	0.2	240	0.7
Noise	50%	349	1.0	60	0.2	60	0.2	229	0.6
Bird flight, flapping wings	50%	347	1.0	60	0.2	60	0.2	227	0.6
Grunt	50%	334	0.9	60	0.2	60	0.2	214	0.6
Jackhammer	50%	281	0.8	60	0.2	60	0.2	161	0.4
Drawer open or close	50%	274	0.8	60	0.2	60	0.2	154	0.4
Whir	50%	270	0.7	60	0.2	60	0.2	150	0.4
Tuning fork	50%	200	0.6	60	0.2	60	0.2	80	0.2
Squawk	50%	160	0.4	60	0.2	60	0.2	40	0.1
Jingle bell	44%	1,184	3.3	61	0.2	61	0.2	1,062	2.9
Smoke detector, smoke alarm	44%	548	1.5	62	0.2	60	0.2	426	1.2
Train wheels squealing	44%	502	1.4	60	0.2	60	0.2	382	1.1
Caterwaul	44%	500	1.4	60	0.2	60	0.2	380	1.0
Mouse	44%	413	1.1	60	0.2	60	0.2	293	0.8
Crack	44%	262	0.7	60	0.2	60	0.2	142	0.4
Whale vocalization	44%	249	0.7	60	0.2	60	0.2	129	0.4
Squeal	44%	183	0.5	60	0.2	60	0.2	63	0.2
Zither	43%	1,217	3.4	60	0.2	62	0.2	1,095	3.0
Rimshot	40%	4,528	12.6	76	0.2	87	0.2	4,365	12.1
Drum roll	40%	2,968	8.2	64	0.2	66	0.2	2,838	7.9
